timestamp,property,language
2018-01-02T18:40:16Z,P159,lb
2018-01-16T21:17:17Z,P159,hsb
2018-05-06T10:53:48Z,P159,tt-cyrl
2014-02-25T13:28:09Z,P1188,en
2014-02-25T18:22:21Z,P1188,pl
2014-02-27T11:10:40Z,P1188,ru
2014-03-08T00:00:24Z,P1188,fr
2014-03-09T08:33:32Z,P1188,zh-hant
2014-03-09T09:01:34Z,P1188,zh
2014-03-21T11:15:30Z,P1188,sr
2014-03-21T11:15:34Z,P1188,sr-ec
2014-03-21T11:15:54Z,P1188,sr-el
2014-04-04T12:51:24Z,P1188,br
2014-04-09T12:08:35Z,P1188,de
2014-04-14T22:58:39Z,P1188,es
2014-05-13T22:37:07Z,P1188,sco
2014-06-29T17:54:04Z,P1188,nl
2014-08-10T15:02:01Z,P1188,be-tarask
2014-08-21T17:36:18Z,P1188,fa
2014-08-25T12:57:19Z,P1188,zh-hans
2014-09-02T01:53:32Z,P1188,en-gb
2014-09-21T14:55:05Z,P1188,mk
2014-09-30T06:22:09Z,P1188,scn
2014-11-01T10:43:22Z,P1188,ja
2014-12-08T13:16:49Z,P1188,eu
2016-07-06T16:20:19Z,P1188,cy
2016-12-08T11:57:43Z,P1188,ca
2017-12-17T20:45:36Z,P1188,uk
2018-04-30T08:17:12Z,P1188,ar
2014-06-11T00:13:44Z,P1345,en
2014-06-11T01:03:20Z,P1345,de
2014-06-11T14:11:31Z,P1345,fr
2014-06-15T07:27:45Z,P1345,it
2014-06-15T13:17:45Z,P1345,nb
2014-06-15T15:21:43Z,P1345,ru
2014-06-16T07:25:51Z,P1345,el
2014-06-16T08:22:04Z,P1345,sr
2014-06-16T08:22:08Z,P1345,sr-ec
2014-06-16T08:22:16Z,P1345,sr-el
2014-06-16T14:42:12Z,P1345,lv
2014-06-19T21:30:18Z,P1345,hu
2014-06-20T12:51:45Z,P1345,be
2014-06-21T07:55:25Z,P1345,ja
2014-06-21T19:55:54Z,P1345,fa
2014-06-24T12:44:10Z,P1345,he
2014-06-28T14:57:45Z,P1345,nl
2014-07-01T19:02:49Z,P1345,zh-hant
2014-07-01T19:03:58Z,P1345,zh
2014-08-09T11:20:09Z,P1345,ca
2014-09-23T21:36:12Z,P1345,mk
2014-11-06T14:02:38Z,P1345,scn
2014-11-29T15:03:57Z,P1345,cs
2014-12-04T10:33:36Z,P1345,pl
2015-03-26T10:32:32Z,P1345,th
2015-04-16T04:46:23Z,P1345,es
2015-05-15T00:54:47Z,P1345,pt
2015-09-13T18:50:51Z,P1345,da
2015-10-23T16:31:46Z,P1345,bg
2016-02-18T15:50:56Z,P1345,sv
2016-02-22T05:30:50Z,P1345,ko
2017-10-26T10:57:33Z,P1345,ba
2017-12-15T20:06:07Z,P1345,ar
2017-12-22T12:06:21Z,P1345,uk
2018-05-03T18:47:36Z,P5122,en
2018-05-04T22:35:19Z,P5122,uk
2018-05-06T12:54:41Z,P5122,ar
2018-05-12T21:28:36Z,P5122,sr
2018-05-15T08:45:38Z,P5122,de
2018-05-16T22:32:27Z,P5122,fr
2018-06-17T17:39:26Z,P5122,zh-hans
2015-05-29T20:08:22Z,P1907,en
2015-05-30T12:56:01Z,P1907,nl
2015-06-04T00:25:09Z,P1907,fr
2015-06-08T06:43:13Z,P1907,el
2015-07-10T14:57:36Z,P1907,ru
2015-10-07T19:12:54Z,P1907,mk
2015-11-09T08:13:24Z,P1907,es
2016-02-06T18:32:37Z,P1907,cy
2016-05-22T11:08:29Z,P1907,be-tarask
2016-09-14T18:48:52Z,P1907,lv
2016-09-28T14:54:31Z,P1907,pl
2017-02-01T07:35:55Z,P1907,de
2017-07-30T16:24:44Z,P1907,sr
2017-12-23T07:41:56Z,P1907,uk
2018-01-04T10:47:24Z,P1907,ar
2018-02-07T17:13:07Z,P1907,it
2018-02-11T18:13:40Z,P1907,bn
2018-02-16T09:14:09Z,P1907,fa
2018-07-05T07:12:21Z,P1907,zh-hant
2017-06-13T14:36:06Z,P4054,en
2017-06-13T14:42:32Z,P4054,fr
2017-06-13T16:15:10Z,P4054,da
2017-06-13T16:15:11Z,P4054,nl
2017-09-26T23:09:30Z,P4054,bn
2018-01-04T16:52:27Z,P4054,uk
2018-02-13T16:15:35Z,P4054,ar
2018-07-02T17:38:23Z,P5413,fr
2018-07-02T17:38:28Z,P5413,en
2018-07-03T10:10:39Z,P5413,zh-hant
2018-07-05T11:57:22Z,P5413,uk
2018-07-19T11:44:29Z,P5413,es
2018-07-28T13:45:04Z,P5413,ar
2016-06-28T06:34:37Z,P2938,en
2016-06-28T11:47:25Z,P2938,nl
2016-08-01T14:05:50Z,P2938,mk
2017-11-11T14:04:35Z,P2938,it
2017-12-25T01:00:56Z,P2938,uk
2018-01-12T09:58:29Z,P2938,ar
2018-08-25T18:56:18Z,P2938,fr
2015-03-13T23:17:11Z,P1763,en
2015-03-17T12:31:58Z,P1763,nl
2015-03-25T17:02:13Z,P1763,ru
2015-03-31T17:10:38Z,P1763,pl
2015-05-15T17:40:41Z,P1763,fr
2016-07-10T22:09:58Z,P1763,mk
2017-12-23T00:28:46Z,P1763,uk
2018-04-30T08:31:30Z,P1763,ar
2018-06-17T09:32:52Z,P1763,zh-hans
2015-12-04T22:07:16Z,P2376,en
2015-12-05T09:05:51Z,P2376,fr
2015-12-06T16:08:53Z,P2376,ru
2015-12-07T11:45:36Z,P2376,nl
2015-12-08T18:23:08Z,P2376,sr
2015-12-11T17:19:32Z,P2376,uk
2015-12-15T09:55:48Z,P2376,pt
2015-12-21T10:34:47Z,P2376,pl
2016-04-06T09:21:21Z,P2376,de
2016-05-10T17:02:35Z,P2376,es
2016-07-03T22:32:10Z,P2376,mk
2016-12-11T11:45:21Z,P2376,ca
2017-01-22T11:26:53Z,P2376,it
2017-09-14T19:16:56Z,P2376,eo
2017-12-21T12:03:59Z,P2376,ar
2015-11-06T20:06:17Z,P2282,en
2015-11-08T15:09:12Z,P2282,ru
2015-11-08T15:10:07Z,P2282,nl
2015-11-10T18:59:43Z,P2282,fr
2015-11-19T23:19:36Z,P2282,es
2016-03-28T22:57:01Z,P2282,de
2016-07-29T12:13:54Z,P2282,mk
2016-09-14T19:01:23Z,P2282,lv
2017-12-23T13:28:03Z,P2282,uk
2018-01-05T14:37:53Z,P2282,ar
2018-05-19T09:07:22Z,P2282,pl
2018-07-04T03:08:55Z,P2282,zh-hant
2016-12-19T19:15:24Z,P3416,en
2016-12-19T19:16:20Z,P3416,pt
2016-12-21T07:16:58Z,P3416,ru
2016-12-21T12:12:48Z,P3416,fr
2016-12-22T10:17:46Z,P3416,mk
2016-12-25T12:34:15Z,P3416,ca
2016-12-27T09:17:19Z,P3416,it
2016-12-28T15:36:42Z,P3416,es
2017-01-02T20:46:28Z,P3416,nl
2017-01-07T18:43:32Z,P3416,be
2017-01-19T01:32:35Z,P3416,ar
2017-01-29T19:15:15Z,P3416,de
2017-04-04T13:44:31Z,P3416,ja
2017-04-05T10:07:20Z,P3416,nb
2017-06-03T12:21:05Z,P3416,sr
2017-06-05T08:09:51Z,P3416,fi
2017-06-13T14:04:40Z,P3416,yo
2017-08-21T13:37:00Z,P3416,nn
2017-11-04T19:55:01Z,P3416,da
2017-12-15T20:15:03Z,P3416,uk
2017-12-19T12:46:20Z,P3416,he
2018-04-26T11:26:22Z,P3416,zh-hans
2018-07-07T23:49:56Z,P3416,ko
2016-06-06T17:26:01Z,P2892,en
2016-06-10T20:48:03Z,P2892,ru
2016-06-18T19:49:21Z,P2892,pl
2016-06-21T09:17:14Z,P2892,de
2016-09-12T16:32:06Z,P2892,es
2016-11-20T10:58:44Z,P2892,fr
2016-12-07T07:31:33Z,P2892,be-tarask
2016-12-15T11:10:46Z,P2892,ja
2017-01-16T01:32:39Z,P2892,it
2017-01-17T02:35:17Z,P2892,mk
2017-01-24T15:43:19Z,P2892,oc
2017-02-18T11:56:30Z,P2892,nl
2017-05-16T09:44:30Z,P2892,ca
2017-08-11T12:28:49Z,P2892,nn
2017-08-14T21:40:24Z,P2892,nb
2017-12-23T21:28:28Z,P2892,uk
2018-01-12T09:21:09Z,P2892,ar
2018-05-23T19:11:27Z,P2892,ko
2018-08-15T15:28:59Z,P2892,da
2015-10-23T20:04:45Z,P2255,en
2015-10-24T21:25:26Z,P2255,de
2015-10-25T09:47:22Z,P2255,nl
2015-10-26T08:31:36Z,P2255,ru
2015-10-26T19:59:36Z,P2255,fr
2015-10-30T05:42:17Z,P2255,pt-br
2015-11-02T07:55:48Z,P2255,es
2016-07-29T12:12:45Z,P2255,mk
2017-12-23T13:16:54Z,P2255,uk
2018-01-05T13:41:17Z,P2255,ar
2014-02-25T12:47:27Z,P1183,en
2014-03-01T18:51:27Z,P1183,ru
2014-03-02T21:33:46Z,P1183,nb
2014-03-03T10:27:56Z,P1183,nl
2014-03-03T15:11:22Z,P1183,de
2014-03-09T09:44:21Z,P1183,zh-hant
2014-03-09T09:44:30Z,P1183,zh
2014-03-22T18:40:21Z,P1183,fa
2014-03-27T11:35:03Z,P1183,be
2014-04-01T18:23:44Z,P1183,fr
2014-04-04T13:47:01Z,P1183,br
2014-09-23T17:21:06Z,P1183,mk
2014-10-05T12:06:17Z,P1183,da
2015-03-18T15:15:38Z,P1183,nds
2016-10-24T22:48:45Z,P1183,cs
2016-11-21T11:25:15Z,P1183,uk
2017-12-10T16:08:21Z,P1183,ar
2018-01-22T08:58:15Z,P1183,ca
2018-07-19T07:56:05Z,P5482,en
2018-07-19T08:38:26Z,P5482,fr
2018-07-19T21:50:38Z,P5482,es
2018-07-20T17:32:13Z,P5482,pt
2018-07-22T03:48:20Z,P5482,ru
2018-07-24T20:04:35Z,P5482,nb
2018-07-28T13:23:26Z,P5482,ar
2017-05-24T09:00:32Z,P3987,en
2017-05-24T09:05:29Z,P3987,ru
2017-05-24T11:57:59Z,P3987,it
2017-05-24T16:00:32Z,P3987,es
2017-05-24T17:47:04Z,P3987,fr
2017-05-29T16:22:41Z,P3987,da
2017-05-29T16:22:42Z,P3987,nl
2017-06-05T09:52:30Z,P3987,ar
2017-08-09T09:53:40Z,P3987,fi
2017-09-01T13:29:42Z,P3987,be-tarask
2017-10-02T00:38:12Z,P3987,mk
2018-01-03T21:58:57Z,P3987,uk
2018-03-02T10:30:43Z,P3987,de
2018-03-14T04:46:29Z,P3987,ca
2018-06-21T15:04:44Z,P3987,hu
2018-08-29T23:03:25Z,P3987,pl
2015-06-16T09:36:53Z,P1952,en
2015-06-16T09:48:35Z,P1952,nl
2015-06-18T18:09:57Z,P1952,ru
2015-06-23T08:46:11Z,P1952,sr
2015-07-01T10:39:27Z,P1952,de
2015-08-16T17:50:57Z,P1952,fr
2015-10-01T20:19:15Z,P1952,hu
2016-05-04T08:49:53Z,P1952,fi
2016-07-12T22:39:27Z,P1952,mk
2016-09-14T19:01:19Z,P1952,lv
2016-09-24T13:00:01Z,P1952,cs
2016-11-02T08:42:42Z,P1952,it
2017-03-25T14:54:46Z,P1952,cy
2017-03-30T04:57:46Z,P1952,he
2017-04-23T05:25:57Z,P1952,es
2017-12-23T09:31:07Z,P1952,uk
2018-01-04T11:31:11Z,P1952,ar
2018-04-21T17:53:49Z,P1952,ca
2018-06-27T08:18:57Z,P1952,zh
2018-06-27T08:18:58Z,P1952,zh-hans
2017-11-03T12:42:23Z,P4475,en
2017-11-03T13:04:12Z,P4475,fr
2018-01-06T08:48:28Z,P4475,ar
2018-01-08T21:16:26Z,P4475,uk
2018-08-06T19:08:53Z,P5602,en
2018-08-06T19:09:18Z,P5602,fr
2018-08-06T20:39:19Z,P5602,uk
2018-08-30T11:51:24Z,P5602,ar
2017-10-11T20:00:39Z,P4342,en
2017-10-11T20:04:16Z,P4342,fr
2017-10-17T11:39:13Z,P4342,mk
2017-10-17T21:57:16Z,P4342,nb
2017-10-17T21:57:16Z,P4342,nn
2018-01-06T21:25:39Z,P4342,uk
2018-02-20T15:55:56Z,P4342,ar
2018-05-05T13:41:34Z,P4342,pl
2018-07-31T07:04:57Z,P4342,be-tarask
2018-08-02T18:39:48Z,P4342,da
2018-08-08T12:38:33Z,P4342,ca
2018-08-24T13:05:43Z,P4342,es
2018-08-27T04:27:34Z,P4342,zh-hant
2018-08-18T23:07:52Z,P5645,fr
2018-08-18T23:07:54Z,P5645,en
2018-08-30T13:40:38Z,P5645,ar
2013-04-15T17:41:37Z,P428,en
2013-04-15T18:15:27Z,P428,it
2013-04-16T00:27:35Z,P428,fr
2013-04-17T11:29:26Z,P428,ja
2013-04-18T14:32:39Z,P428,nl
2013-04-18T14:44:07Z,P428,nds
2013-04-19T06:50:04Z,P428,de
2013-04-19T07:14:58Z,P428,fa
2013-04-24T08:52:03Z,P428,ca
2013-04-26T20:55:00Z,P428,es
2013-05-03T07:38:06Z,P428,ko
2013-05-05T08:25:24Z,P428,vi
2013-05-06T09:36:13Z,P428,ru
2013-05-13T09:09:17Z,P428,uk
2013-05-15T09:07:01Z,P428,oc
2013-05-17T00:42:59Z,P428,mk
2013-05-26T12:10:27Z,P428,be
2013-05-26T21:19:04Z,P428,fi
2013-06-11T08:53:17Z,P428,sr
2013-06-11T08:53:19Z,P428,sr-ec
2013-07-29T07:34:17Z,P428,cs
2013-08-20T04:49:49Z,P428,pt
2013-12-11T19:35:49Z,P428,sco
2013-12-23T07:53:48Z,P428,zh-tw
2014-01-02T06:50:45Z,P428,hu
2014-08-16T19:57:38Z,P428,ia
2014-08-17T11:58:51Z,P428,pl
2014-10-15T13:14:30Z,P428,scn
2014-11-15T15:23:32Z,P428,el
2014-12-13T09:11:18Z,P428,sv
2015-07-25T09:54:21Z,P428,nb
2016-02-20T09:18:05Z,P428,zh-cn
2016-02-20T09:18:07Z,P428,zh
2016-03-24T16:09:07Z,P428,ar
2016-05-11T10:48:36Z,P428,ta
2016-05-22T11:27:23Z,P428,be-tarask
2016-11-02T20:31:26Z,P428,jv
2016-11-02T20:31:53Z,P428,id
2017-03-13T10:42:51Z,P428,cy
2017-05-28T04:33:12Z,P428,tg
2017-09-28T10:36:39Z,P428,mr
2017-11-09T19:10:32Z,P428,tr
2015-03-26T17:43:06Z,P1804,en
2015-03-26T17:47:23Z,P1804,da
2015-03-28T21:25:05Z,P1804,nl
2015-03-30T08:13:17Z,P1804,ru
2015-03-31T16:59:15Z,P1804,pl
2015-04-02T14:48:52Z,P1804,fr
2015-04-26T19:27:19Z,P1804,fa
2015-07-31T06:54:26Z,P1804,uk
2015-09-30T04:46:04Z,P1804,hu
2015-09-30T13:13:52Z,P1804,de
2015-10-15T20:07:44Z,P1804,mk
2015-11-09T19:08:30Z,P1804,it
2015-12-18T03:48:53Z,P1804,es
2015-12-24T10:16:26Z,P1804,sv
2016-03-29T11:55:57Z,P1804,nb
2016-04-26T07:23:49Z,P1804,el
2016-05-31T18:31:28Z,P1804,cs
2016-08-01T19:11:13Z,P1804,cy
2016-09-14T18:48:36Z,P1804,lv
2017-02-28T14:57:32Z,P1804,be-tarask
2017-03-08T18:18:39Z,P1804,fi
2017-03-12T18:35:55Z,P1804,sco
2017-05-16T09:38:31Z,P1804,ca
2017-06-14T18:08:27Z,P1804,tg
2017-07-10T06:58:44Z,P1804,tg-cyrl
2017-07-21T16:24:50Z,P1804,bn
2017-12-30T12:35:27Z,P1804,ar
2018-03-04T14:35:29Z,P1804,lb
2018-04-18T09:53:35Z,P1804,sr
2018-05-23T18:24:29Z,P1804,ko
2017-03-21T17:58:48Z,P3773,en
2017-03-22T10:50:47Z,P3773,sr
2017-03-23T19:45:22Z,P3773,fr
2017-03-24T11:03:10Z,P3773,ca
2017-03-25T00:38:42Z,P3773,pt
2017-04-03T03:59:58Z,P3773,es
2017-04-04T08:13:23Z,P3773,pl
2017-04-22T04:26:03Z,P3773,nl
2017-07-13T07:38:18Z,P3773,nb
2017-12-22T09:55:25Z,P3773,ar
2018-01-12T20:46:02Z,P3773,uk
2018-06-24T16:50:10Z,P3773,zh-hans
2018-07-24T09:31:58Z,P3773,nn
2015-10-04T09:29:56Z,P2134,zh
2015-10-04T09:30:15Z,P2134,en
2015-10-06T10:39:18Z,P2134,sr
2015-10-07T01:20:13Z,P2134,pt
2015-10-15T12:12:50Z,P2134,ru
2015-11-03T00:54:15Z,P2134,nl
2015-11-09T02:41:35Z,P2134,es
2015-11-10T11:16:41Z,P2134,pt-br
2016-03-30T14:41:39Z,P2134,de
2016-04-30T18:36:37Z,P2134,ar
2016-05-13T15:59:10Z,P2134,ko
2016-06-05T23:47:20Z,P2134,da
2016-06-14T10:57:13Z,P2134,sv
2016-06-22T20:32:29Z,P2134,nb
2016-06-30T19:12:16Z,P2134,ro
2016-07-03T22:08:13Z,P2134,mk
2016-07-21T06:04:51Z,P2134,hu
2016-08-17T23:32:41Z,P2134,it
2016-12-08T11:55:09Z,P2134,ca
2016-12-20T13:47:10Z,P2134,fr
2017-01-04T20:04:03Z,P2134,bg
2017-02-18T16:13:11Z,P2134,cs
2017-02-25T10:42:14Z,P2134,fi
2017-03-25T08:36:03Z,P2134,be
2017-05-30T10:01:05Z,P2134,be-tarask
2017-06-09T16:04:26Z,P2134,tg
2017-07-09T03:48:55Z,P2134,sco
2017-10-26T07:15:14Z,P2134,ast
2017-11-28T17:02:18Z,P2134,uk
2018-03-15T03:50:45Z,P2134,ja
2018-06-01T09:34:29Z,P2134,tt
2018-06-17T20:15:14Z,P2134,zh-hans
2018-08-17T07:43:47Z,P2134,pl
2017-09-07T20:24:36Z,P4209,en
2017-09-07T20:42:11Z,P4209,da
2017-09-11T13:45:38Z,P4209,ru
2017-09-11T15:49:08Z,P4209,nb
2017-09-11T15:49:08Z,P4209,nn
2017-09-11T17:11:39Z,P4209,fr
2018-01-04T21:48:27Z,P4209,uk
2018-02-17T12:43:58Z,P4209,ar
2018-08-12T07:56:54Z,P5621,fr
2018-08-12T07:56:56Z,P5621,en
2018-08-15T21:54:47Z,P5621,zh-hans
2018-08-16T18:01:27Z,P5621,sr
2018-08-17T13:08:57Z,P5621,mk
2018-08-30T13:28:06Z,P5621,ar
2013-03-10T13:37:07Z,P270,en
2013-03-10T14:30:29Z,P270,en-gb
2013-03-10T14:52:44Z,P270,it
2013-03-10T23:05:05Z,P270,fa
2013-03-11T01:11:29Z,P270,de
2013-03-11T09:06:14Z,P270,ca
2013-03-12T08:42:48Z,P270,vi
2013-03-12T08:52:35Z,P270,lmo
2013-03-12T23:01:04Z,P270,nl
2013-03-14T14:16:43Z,P270,sr
2013-03-15T04:42:57Z,P270,ko
2013-03-16T01:11:37Z,P270,ja
2013-03-16T09:02:08Z,P270,af
2013-03-17T09:09:31Z,P270,uk
2013-03-18T15:20:07Z,P270,da
2013-03-19T01:14:52Z,P270,es
2013-03-21T08:08:12Z,P270,fi
2013-03-26T15:43:13Z,P270,cs
2013-03-28T14:55:16Z,P270,zh
2013-03-31T08:39:13Z,P270,zh-hans
2013-03-31T08:39:15Z,P270,zh-hant
2013-04-03T10:36:15Z,P270,nds
2013-04-04T17:26:18Z,P270,pl
2013-04-06T15:18:12Z,P270,fr
2013-04-06T17:50:56Z,P270,jam
2013-04-07T17:01:22Z,P270,bs
2013-04-08T05:37:15Z,P270,ilo
2013-04-09T09:36:50Z,P270,he
2013-04-12T15:16:57Z,P270,hu
2013-04-26T22:10:45Z,P270,nn
2013-05-09T08:12:55Z,P270,el
2013-05-17T01:15:22Z,P270,mk
2013-05-22T15:59:40Z,P270,hsb
2013-05-23T22:17:45Z,P270,eu
2013-05-28T09:12:18Z,P270,ru
2013-06-02T14:47:38Z,P270,rm
2013-06-25T14:05:03Z,P270,zh-cn
2013-06-27T07:27:15Z,P270,ms
2013-08-15T16:37:52Z,P270,oc
2013-08-20T04:26:36Z,P270,pt
2014-01-02T05:48:03Z,P270,zh-hk
2014-03-21T11:01:46Z,P270,sr-ec
2014-03-21T11:01:53Z,P270,sr-el
2014-06-22T13:41:09Z,P270,ia
2014-08-10T14:45:50Z,P270,be-tarask
2014-08-31T06:30:00Z,P270,nb
2014-09-24T14:08:03Z,P270,sco
2015-06-04T15:14:57Z,P270,scn
2015-10-23T15:28:49Z,P270,bg
2015-11-29T19:46:14Z,P270,sv
2016-07-06T16:12:03Z,P270,cy
2017-07-15T20:42:14Z,P270,bn
2017-08-29T22:24:31Z,P270,lv
2017-12-01T13:41:13Z,P270,ar
2018-08-02T06:55:26Z,P270,ro
2015-12-29T18:54:12Z,P2430,en
2015-12-29T18:59:29Z,P2430,fr
2015-12-30T13:57:24Z,P2430,ru
2016-01-01T01:55:47Z,P2430,sr
2016-01-07T16:32:30Z,P2430,nl
2016-01-11T10:38:34Z,P2430,sv
2016-01-24T12:45:41Z,P2430,pt
2016-03-09T16:13:43Z,P2430,ko
2016-07-11T01:16:44Z,P2430,mk
2016-10-02T14:45:32Z,P2430,de
2017-12-16T08:40:51Z,P2430,ar
2017-12-21T16:45:27Z,P2430,uk
2018-05-18T03:57:06Z,P2430,ca
2018-06-17T21:30:24Z,P2430,zh-hans
2014-04-03T14:18:51Z,P1230,en
2014-04-03T16:50:56Z,P1230,br
2014-04-04T08:18:22Z,P1230,ru
2014-04-04T17:14:02Z,P1230,pl
2014-04-06T01:50:38Z,P1230,fr
2014-04-18T16:51:11Z,P1230,de
2014-04-20T14:33:05Z,P1230,zh-hant
2014-04-20T14:33:14Z,P1230,zh
2014-05-04T06:51:39Z,P1230,hu
2014-06-29T17:46:09Z,P1230,nl
2014-09-21T13:34:22Z,P1230,mk
2015-04-16T03:23:08Z,P1230,es
2016-01-09T11:44:35Z,P1230,bs
2016-08-21T12:39:29Z,P1230,it
2016-09-10T17:28:19Z,P1230,ca
2017-03-13T10:23:53Z,P1230,cy
2017-12-17T21:38:55Z,P1230,uk
2017-12-23T14:25:42Z,P1230,ar
2018-07-08T01:09:19Z,P1230,ko
2017-05-22T10:50:25Z,P3974,en
2017-05-23T12:16:35Z,P3974,hu
2017-05-23T13:42:36Z,P3974,da
2017-05-23T13:42:37Z,P3974,nl
2017-05-23T13:42:37Z,P3974,de
2017-05-23T17:28:15Z,P3974,fr
2017-05-24T04:14:56Z,P3974,es
2017-05-27T02:55:05Z,P3974,mk
2017-06-05T10:31:17Z,P3974,ar
2018-01-03T21:32:49Z,P3974,uk
2018-01-20T13:28:38Z,P4776,en
2018-01-20T18:28:53Z,P4776,uk
2018-01-23T12:29:25Z,P4776,sr
2018-02-18T14:56:03Z,P4776,ar
2018-05-03T07:46:12Z,P4776,zh
2015-06-10T07:54:55Z,P1931,en
2015-06-10T11:03:56Z,P1931,sr
2015-06-10T19:21:51Z,P1931,fr
2015-06-11T14:51:31Z,P1931,de
2015-06-22T07:22:15Z,P1931,nl
2015-06-23T11:48:51Z,P1931,mk
2015-07-03T08:09:20Z,P1931,pl
2015-07-09T08:37:26Z,P1931,ru
2015-07-24T15:02:52Z,P1931,scn
2016-12-09T16:02:52Z,P1931,ca
2017-10-22T16:50:02Z,P1931,ba
2017-11-08T20:03:12Z,P1931,tt
2017-12-15T15:38:25Z,P1931,ar
2017-12-22T17:12:59Z,P1931,uk
2018-08-03T13:06:12Z,P1931,be-tarask
2018-08-05T21:36:40Z,P1931,nn
2018-04-11T09:13:48Z,P5036,en
2018-04-11T13:40:21Z,P5036,de
2018-04-14T14:41:10Z,P5036,uk
2018-04-21T05:28:32Z,P5036,fr
2018-05-02T08:09:13Z,P5036,ar
2018-05-31T13:28:38Z,P5036,ca
2016-08-31T00:45:47Z,P3109,en
2016-08-31T00:49:52Z,P3109,fr
2016-08-31T06:04:56Z,P3109,ru
2016-08-31T07:01:59Z,P3109,hu
2016-08-31T08:05:16Z,P3109,en-gb
2016-08-31T09:27:24Z,P3109,nl
2016-09-01T19:16:32Z,P3109,mk
2016-09-08T10:43:59Z,P3109,pl
2017-02-01T14:08:30Z,P3109,it
2017-02-10T20:48:12Z,P3109,es
2017-02-17T13:39:54Z,P3109,zh-hans
2017-04-15T04:59:07Z,P3109,fa
2017-09-22T09:44:26Z,P3109,uk
2017-12-08T21:53:07Z,P3109,tr
2018-02-07T15:56:33Z,P3109,ar
2017-05-01T07:54:19Z,P3919,en
2017-05-01T08:03:28Z,P3919,de
2017-05-02T01:58:18Z,P3919,pt
2017-05-02T10:36:23Z,P3919,nb
2017-05-02T16:27:11Z,P3919,ru
2017-05-02T16:37:42Z,P3919,fr
2017-05-03T05:02:06Z,P3919,es
2017-05-03T08:31:45Z,P3919,it
2017-05-03T15:26:54Z,P3919,nl
2017-05-03T17:25:00Z,P3919,ko
2017-05-06T09:56:02Z,P3919,sr
2017-05-08T12:23:48Z,P3919,ca
2017-05-09T05:35:06Z,P3919,da
2017-05-27T02:59:56Z,P3919,mk
2017-06-05T13:48:02Z,P3919,ar
2017-08-01T12:58:21Z,P3919,sl
2017-09-28T08:19:02Z,P3919,bg
2017-12-08T18:11:20Z,P3919,uk
2018-05-17T11:06:59Z,P3919,zh-hans
2018-05-17T11:07:09Z,P3919,zh-hant
2018-08-20T13:39:15Z,P3919,pl
2015-12-15T18:46:13Z,P2405,en
2015-12-16T14:17:53Z,P2405,fr
2015-12-17T12:25:50Z,P2405,sr
2015-12-17T14:23:10Z,P2405,ru
2015-12-22T01:40:29Z,P2405,es
2016-01-07T16:34:35Z,P2405,nl
2016-02-09T01:42:41Z,P2405,pt
2016-03-05T02:26:21Z,P2405,ko
2016-04-12T23:31:20Z,P2405,pl
2016-07-11T01:19:16Z,P2405,mk
2016-12-09T16:07:57Z,P2405,ca
2017-01-29T13:23:14Z,P2405,de
2017-12-21T16:37:07Z,P2405,uk
2018-01-06T08:40:52Z,P2405,ar
2018-08-13T13:52:16Z,P2405,nn
2013-03-03T14:41:36Z,P184,fr
2013-03-03T14:41:48Z,P184,en
2013-03-03T15:58:40Z,P184,it
2013-03-03T19:54:16Z,P184,fa
2013-03-03T22:44:08Z,P184,de
2013-03-04T08:05:27Z,P184,cs
2013-03-04T15:15:44Z,P184,zh-hans
2013-03-04T15:15:51Z,P184,zh
2013-03-04T20:24:12Z,P184,pt
2013-03-05T01:41:59Z,P184,ru
2013-03-05T10:07:12Z,P184,ca
2013-03-05T20:16:33Z,P184,es
2013-03-06T02:08:19Z,P184,uk
2013-03-06T11:54:41Z,P184,ja
2013-03-08T00:37:52Z,P184,is
2013-03-09T17:28:12Z,P184,pl
2013-03-12T09:25:03Z,P184,ko
2013-03-19T16:25:32Z,P184,zh-hant
2013-03-21T08:37:11Z,P184,fi
2013-03-23T12:07:23Z,P184,nl
2013-04-08T05:50:20Z,P184,ilo
2013-04-25T21:47:09Z,P184,be-tarask
2013-04-25T22:37:26Z,P184,be
2013-04-26T22:34:01Z,P184,nn
2013-05-09T10:00:03Z,P184,hu
2013-05-09T10:43:00Z,P184,sr
2013-05-17T01:38:27Z,P184,mk
2013-06-27T07:38:49Z,P184,ms
2013-06-29T15:18:50Z,P184,bs
2013-08-10T08:35:34Z,P184,eo
2013-08-11T16:05:07Z,P184,da
2013-08-29T03:33:16Z,P184,pt-br
2013-09-15T20:21:05Z,P184,oc
2013-09-24T15:58:33Z,P184,nb
2013-10-12T17:06:54Z,P184,lb
2013-10-21T12:31:02Z,P184,he
2013-12-23T14:14:50Z,P184,zh-hk
2013-12-26T19:45:00Z,P184,el
2014-02-08T08:04:54Z,P184,ka
2014-02-16T21:20:30Z,P184,id
2014-04-25T15:58:53Z,P184,en-gb
2014-06-21T09:14:45Z,P184,ia
2014-06-22T17:22:03Z,P184,sl
2014-06-23T14:20:05Z,P184,nds
2014-07-01T00:54:59Z,P184,sco
2014-08-22T12:06:31Z,P184,ksh
2014-09-04T17:22:05Z,P184,sv
2014-10-15T12:27:04Z,P184,scn
2015-01-28T14:47:38Z,P184,mg
2015-02-05T19:45:01Z,P184,ro
2015-03-23T18:15:55Z,P184,hr
